user_id,username,name,phone,email,governorate,city,is_active,profession,profession_ar,experience_years,average_rating,completed_jobs,accept_rate,is_available,is_verified,is_featured,hourly_rate,minimum_charge,currency,date_joined,profile_created_at
94,user94,Youssef Ibrahim,01056381032,user94@example.com,ismailia,ismailia_city_3,True,سباكه,سباكه,3,3.7,233,57.8,True,True,False,0.0,211.8,EGP,2026-04-29 02:39:20,2026-05-15 02:39:20
151,user151,Mariam Omar,01057928328,user151@example.com,alexandria,alexandria_city_3,True,خدمات منزليه,خدمات منزليه,23,4.6,249,66.8,True,True,True,74.8,331.6,EGP,2025-08-23 23:58:51,2025-09-06 23:58:51
692,user692,Dina Ibrahim,01027878463,,qena,qena_city_1,True,خدمات منزليه,خدمات منزليه,3,1.4,54,62.1,True,True,False,171.7,341.3,EGP,2025-07-28 05:05:37,2025-08-26 05:05:37
1356,user1356,Hany Kamel,01057364760,,aswan,aswan_city_3,True,سباكه,سباكه,8,3.6,191,36.8,True,True,True,136.9,401.5,EGP,2024-10-22 14:20:27,2024-11-12 14:20:27
1075,user1075,Nadia Naguib,01040124961,user1075@example.com,asyut,asyut_city_2,True,خدمات منزليه,خدمات منزليه,13,3.1,227,67.9,False,False,False,129.2,115.7,EGP,2024-01-30 06:43:19,2024-02-24 06:43:19
389,user389,Khaled Shaker,01093935292,user389@example.com,kafr_el_sheikh,kafr_el_sheikh_city_1,True,نجاره,نجاره,2,3.6,35,91.5,True,False,False,67.1,0.0,EGP,2024-03-03 01:05:35,2024-03-16 01:05:35
3568,user3568,Hend Omar,01091869007,user3568@example.com,alexandria,alexandria_city_1,True,نجاره,نجاره,4,5.0,124,45.1,True,False,True,0.0,320.1,EGP,2026-02-10 09:35:45,2026-03-02 09:35:45
3626,user3626,Khaled Adel,01061324520,,minya,minya_city_1,True,خدمات منزليه,خدمات منزليه,23,1.3,25,67.8,True,True,False,189.5,124.1,EGP,2025-11-28 05:21:19,2025-12-08 05:21:19
217,user217,Sara Khaled,01047991562,user217@example.com,gharbia,gharbia_city_3,True,سباكه,سباكه,17,4.8,287,61.1,True,True,False,0.0,305.5,EGP,2024-11-13 16:48:09,2024-12-03 16:48:09
1765,user1765,Nadia Said,01012070527,user1765@example.com,port_said,port_said_city_2,True,سباكه,سباكه,11,2.2,174,58.3,True,True,False,0.0,0.0,EGP,2024-09-04 11:20:37,2024-09-10 11:20:37
2760,user2760,Samar Fouad,01045437132,user2760@example.com,sohag,sohag_city_3,True,سباكه,سباكه,22,4.5,295,87.6,True,False,True,176.2,213.2,EGP,2025-12-01 21:32:10,2025-12-30 21:32:10
2332,user2332,Mona Gamal,01040436373,,giza,giza_city_2,True,كهرباء,كهرباء,2,3.1,179,70.4,True,True,False,0.0,0.0,EGP,2025-07-26 02:48:00,2025-08-16 02:48:00
3121,user3121,Khaled Nabil,01012107242,user3121@example.com,beheira,beheira_city_1,True,خدمات منزليه,خدمات منزليه,2,1.9,138,42.8,False,False,False,0.0,161.7,EGP,2024-03-24 05:26:04,2024-04-02 05:26:04
3914,user3914,Mona Said,01093727028,user3914@example.com,damietta,damietta_city_1,True,كهرباء,كهرباء,10,4.5,235,38.7,True,True,True,181.7,227.1,EGP,2025-08-20 04:28:36,2025-09-04 04:28:36
1048,user1048,Amr Hamdy,01071518719,user1048@example.com,qena,qena_city_1,True,نجاره,نجاره,24,1.6,100,36.9,True,False,False,109.1,170.4,EGP,2025-07-05 01:10:34,2025-07-07 01:10:34
3547,user3547,Amany Said,01065980592,user3547@example.com,luxor,luxor_city_1,True,خدمات منزليه,خدمات منزليه,25,2.3,20,81.2,True,False,False,122.1,0.0,EGP,2026-03-19 00:16:45,2026-04-15 00:16:45
3607,user3607,Emad Rashad,01066792623,user3607@example.com,gharbia,gharbia_city_2,True,نجاره,نجاره,19,2.6,51,73.6,True,False,False,135.9,91.4,EGP,2024-09-20 10:23:49,2024-10-01 10:23:49
2607,user2607,Shaimaa Mostafa,01082363716,,ismailia,ismailia_city_1,True,خدمات منزليه,خدمات منزليه,2,5.0,172,94.8,True,True,False,144.1,246.1,EGP,2025-04-24 21:43:09,2025-05-10 21:43:09
2079,user2079,Hussein Omar,01011772524,,port_said,port_said_city_1,True,نجاره,نجاره,23,4.0,246,36.8,True,True,False,103.4,0.0,EGP,2024-05-04 13:23:53,2024-05-26 13:23:53
3496,user3496,Laila Ibrahim,01086755111,user3496@example.com,kafr_el_sheikh,kafr_el_sheikh_city_3,True,كهرباء,كهرباء,16,2.5,254,30.1,False,True,True,196.5,50.6,EGP,2024-11-23 23:09:31,2024-12-17 23:09:31
2731,user2731,Yasmin Khaled,01073199846,user2731@example.com,qalyubia,qalyubia_city_2,True,سباكه,سباكه,24,2.1,182,42.8,True,False,False,172.6,50.0,EGP,2024-10-08 21:52:07,2024-10-24 21:52:07
1592,user1592,Mohamed Yasser,01029762536,user1592@example.com,port_said,port_said_city_2,True,كهرباء,كهرباء,14,5.0,156,59.7,True,True,False,170.0,318.6,EGP,2025-06-14 06:04:03,2025-07-04 06:04:03
1537,user1537,Mahmoud Youssef,01037402375,user1537@example.com,gharbia,gharbia_city_3,True,نجاره,نجاره,20,3.6,259,78.8,True,True,False,54.8,0.0,EGP,2024-07-27 23:05:03,2024-08-13 23:05:03
3819,user3819,Hend Youssef,01012037109,user3819@example.com,luxor,luxor_city_3,True,خدمات منزليه,خدمات منزليه,17,2.9,115,62.9,True,False,False,197.9,289.1,EGP,2026-04-27 18:07:41,2026-05-19 18:07:41
3000,user3000,Ghada Tawfik,01019382555,,port_said,port_said_city_1,True,خدمات منزليه,خدمات منزليه,11,1.9,83,48.2,True,False,False,71.8,0.0,EGP,2025-10-17 10:46:37,2025-10-28 10:46:37
1904,user1904,Omar Hussein,01030577994,,aswan,aswan_city_3,True,خدمات منزليه,خدمات منزليه,12,1.1,48,39.7,True,True,False,75.1,0.0,EGP,2024-09-04 17:57:33,2024-09-12 17:57:33
1797,user1797,Aya Hassan,01076077091,user1797@example.com,aswan,aswan_city_1,True,نجاره,نجاره,12,4.9,237,46.3,True,False,True,0.0,346.8,EGP,2025-11-11 12:07:24,2025-11-19 12:07:24
1077,user1077,Amany Tawfik,01017666327,user1077@example.com,beheira,beheira_city_1,True,خدمات منزليه,خدمات منزليه,15,2.7,113,98.6,True,False,False,0.0,276.0,EGP,2025-06-13 15:19:40,2025-06-21 15:19:40
746,user746,Khaled Youssef,01060259138,user746@example.com,ismailia,ismailia_city_1,True,نجاره,نجاره,17,4.1,280,77.4,True,True,False,40.4,314.4,EGP,2026-03-23 02:33:28,2026-04-11 02:33:28
188,user188,Tarek Kamel,01060961690,user188@example.com,north_sinai,north_sinai_city_2,True,سباكه,سباكه,22,4.5,124,82.9,True,True,False,56.6,376.0,EGP,2025-03-23 01:33:56,2025-03-29 01:33:56
3152,user3152,Ali Mohamed,01088345103,user3152@example.com,port_said,port_said_city_1,True,خدمات منزليه,خدمات منزليه,17,3.3,281,40.5,True,True,False,192.7,0.0,EGP,2024-10-30 22:59:48,2024-11-28 22:59:48
3456,user3456,Ghada Youssef,01069791280,user3456@example.com,beni_suef,beni_suef_city_3,True,خدمات منزليه,خدمات منزليه,12,1.7,82,47.5,True,True,False,0.0,335.7,EGP,2025-12-22 16:00:14,2026-01-08 16:00:14
4107,user4107,Rania Hassan,01075512214,user4107@example.com,suez,suez_city_2,True,خدمات منزليه,خدمات منزليه,8,3.9,194,39.3,True,True,False,114.1,282.4,EGP,2026-01-20 14:44:04,2026-01-26 14:44:04
738,user738,Mona Nabil,01077816807,user738@example.com,matrouh,matrouh_city_2,True,سباكه,سباكه,10,1.7,189,34.0,True,False,False,47.7,233.7,EGP,2025-01-09 21:47:56,2025-01-10 21:47:56
1146,user1146,Ibrahim Fouad,01096912487,user1146@example.com,suez,suez_city_2,True,خدمات منزليه,خدمات منزليه,13,2.8,237,86.5,True,True,False,94.4,370.4,EGP,2026-01-31 15:43:37,2026-02-02 15:43:37
868,user868,Youssef Ali,01055286423,user868@example.com,north_sinai,north_sinai_city_2,True,كهرباء,كهرباء,12,3.6,234,48.5,True,True,False,190.9,305.8,EGP,2025-04-09 15:19:20,2025-04-17 15:19:20
977,user977,Hussein Gamal,01065201022,,dakahlia,dakahlia_city_1,True,كهرباء,كهرباء,22,2.7,141,39.8,True,True,False,0.0,158.7,EGP,2024-06-10 06:23:36,2024-06-16 06:23:36
905,user905,Amr Youssef,01012839001,user905@example.com,north_sinai,north_sinai_city_3,True,خدمات منزليه,خدمات منزليه,12,1.4,284,49.2,False,False,False,130.5,389.4,EGP,2025-08-27 01:19:23,2025-09-08 01:19:23
4967,user4967,Youssef Naguib,01065993142,user4967@example.com,qalyubia,qalyubia_city_2,True,سباكه,سباكه,12,4.9,103,48.5,False,True,False,56.7,264.1,EGP,2024-11-03 01:42:50,2024-11-13 01:42:50
158,user158,Hassan Hatem,01058762794,user158@example.com,sohag,sohag_city_2,True,كهرباء,كهرباء,1,2.9,293,95.0,True,True,True,171.8,370.4,EGP,2024-03-30 02:27:49,2024-03-30 02:27:49
1968,user1968,Mona Hassan,01026917610,user1968@example.com,asyut,asyut_city_2,True,خدمات منزليه,خدمات منزليه,14,4.6,92,84.9,False,True,True,136.1,190.9,EGP,2024-09-13 01:28:57,2024-10-02 01:28:57
2263,user2263,Amr Hussein,01064341068,user2263@example.com,kafr_el_sheikh,kafr_el_sheikh_city_2,True,كهرباء,كهرباء,10,3.0,249,82.3,True,True,False,129.3,151.6,EGP,2024-11-26 10:05:02,2024-12-08 10:05:02
3751,user3751,Rania Youssef,01043745610,user3751@example.com,dakahlia,dakahlia_city_3,True,نجاره,نجاره,20,3.3,61,80.1,True,False,False,149.9,336.2,EGP,2024-04-21 10:00:18,2024-05-04 10:00:18
2420,user2420,Mariam Kamel,01012799227,user2420@example.com,aswan,aswan_city_2,True,نجاره,نجاره,13,3.9,53,82.9,True,False,True,63.6,54.7,EGP,2026-02-04 19:52:43,2026-02-27 19:52:43
3204,user3204,Hassan Hussein,01051419377,user3204@example.com,beheira,beheira_city_2,True,كهرباء,كهرباء,16,4.4,250,83.5,True,False,False,144.9,0.0,EGP,2025-10-22 10:34:00,2025-10-30 10:34:00
71,user71,Mostafa Gamal,01098641164,,port_said,port_said_city_1,True,نجاره,نجاره,8,4.5,203,75.4,False,True,True,41.1,450.9,EGP,2024-06-03 03:41:44,2024-06-18 03:41:44
4131,user4131,Hany Adel,01092107937,user4131@example.com,matrouh,matrouh_city_2,True,نجاره,نجاره,1,1.2,216,72.8,True,True,True,131.2,0.0,EGP,2025-11-27 01:23:23,2025-12-26 01:23:23
1299,user1299,Mostafa Mostafa,01030759612,,minya,minya_city_1,True,سباكه,سباكه,19,4.6,90,90.5,False,False,False,66.1,246.3,EGP,2026-04-11 10:13:26,2026-05-04 10:13:26
4903,user4903,Karim Tawfik,01017562566,user4903@example.com,minya,minya_city_3,True,نجاره,نجاره,9,4.1,107,73.5,True,True,False,123.4,459.5,EGP,2025-07-08 07:55:41,2025-07-09 07:55:41
3094,user3094,Amany Kamel,01014910282,,suez,suez_city_3,True,سباكه,سباكه,18,1.3,232,70.9,True,True,False,27.5,0.0,EGP,2025-10-09 15:42:53,2025-10-20 15:42:53
2479,user2479,Hassan Hatem,01045928024,user2479@example.com,aswan,aswan_city_3,True,كهرباء,كهرباء,1,4.4,116,58.8,True,True,False,0.0,413.5,EGP,2024-03-08 06:52:34,2024-04-02 06:52:34
4153,user4153,Emad Hamdy,01066139011,,beni_suef,beni_suef_city_1,True,كهرباء,كهرباء,3,2.8,107,98.7,False,False,False,124.0,424.8,EGP,2025-06-03 12:22:56,2025-06-17 12:22:56
501,user501,Mohamed Naguib,01099057266,user501@example.com,minya,minya_city_3,True,خدمات منزليه,خدمات منزليه,5,3.0,130,30.5,False,True,False,119.4,0.0,EGP,2024-08-07 13:48:49,2024-08-19 13:48:49
2560,user2560,Mona Gamal,01017420927,user2560@example.com,port_said,port_said_city_1,True,كهرباء,كهرباء,18,4.7,64,70.0,True,True,True,0.0,168.2,EGP,2024-11-26 22:57:57,2024-12-14 22:57:57
1100,user1100,Laila Naguib,01033946564,user1100@example.com,beni_suef,beni_suef_city_2,True,خدمات منزليه,خدمات منزليه,11,2.1,292,34.8,True,True,True,69.0,0.0,EGP,2025-03-19 03:09:33,2025-04-01 03:09:33
1022,user1022,Ibrahim Omar,01032914336,user1022@example.com,sohag,sohag_city_2,True,نجاره,نجاره,10,2.8,105,93.3,True,True,False,189.6,217.7,EGP,2024-02-02 08:28:52,2024-02-12 08:28:52
3315,user3315,Ghada Said,01041776674,,qena,qena_city_2,True,خدمات منزليه,خدمات منزليه,13,1.6,24,90.1,True,True,False,28.5,498.5,EGP,2024-02-27 04:22:52,2024-03-10 04:22:52
683,user683,Amany Youssef,01045026810,user683@example.com,north_sinai,north_sinai_city_2,True,كهرباء,كهرباء,12,1.0,59,39.7,True,True,False,160.4,149.5,EGP,2025-05-31 20:46:59,2025-06-27 20:46:59
2874,user2874,Karim Hamdy,01086225604,,suez,suez_city_2,True,خدمات منزليه,خدمات منزليه,14,4.3,194,32.0,True,True,False,23.7,212.3,EGP,2024-12-31 14:47:01,2025-01-17 14:47:01
3867,user3867,Omar Ali,01030315379,user3867@example.com,damietta,damietta_city_1,True,سباكه,سباكه,16,3.3,137,70.9,True,True,True,75.5,0.0,EGP,2025-11-10 03:13:19,2025-11-11 03:13:19
3539,user3539,Sara Tawfik,01060638442,user3539@example.com,sharqia,sharqia_city_2,True,سباكه,سباكه,11,4.5,52,78.6,True,True,False,122.0,224.4,EGP,2025-04-16 09:22:18,2025-04-30 09:22:18
2202,user2202,Mohamed Khaled,01046504170,user2202@example.com,qena,qena_city_2,True,خدمات منزليه,خدمات منزليه,9,3.0,167,43.1,False,True,False,61.0,0.0,EGP,2025-03-08 10:48:32,2025-03-21 10:48:32
309,user309,Shaimaa Yasser,01075825262,user309@example.com,sharqia,sharqia_city_3,True,خدمات منزليه,خدمات منزليه,25,3.7,130,63.9,True,True,True,0.0,298.5,EGP,2024-10-19 09:51:34,2024-10-19 09:51:34
4275,user4275,Hany Youssef,01012496815,user4275@example.com,dakahlia,dakahlia_city_1,True,سباكه,سباكه,4,5.0,199,98.5,False,True,False,0.0,395.7,EGP,2025-06-18 13:53:25,2025-06-24 13:53:25
2612,user2612,Hany Fahmy,01097738800,,beheira,beheira_city_3,True,سباكه,سباكه,17,2.8,88,86.2,True,True,True,92.6,298.6,EGP,2024-01-26 05:34:03,2024-02-25 05:34:03
2820,user2820,Emad Nabil,01056339922,user2820@example.com,beni_suef,beni_suef_city_1,True,نجاره,نجاره,18,1.2,35,80.1,True,True,False,123.6,446.2,EGP,2024-05-21 13:41:18,2024-06-16 13:41:18
212,user212,Salma Fouad,01056226575,,north_sinai,north_sinai_city_1,True,نجاره,نجاره,2,4.7,170,48.9,True,False,False,197.7,487.4,EGP,2025-10-25 15:11:31,2025-11-24 15:11:31
3574,user3574,Dina Hassan,01046442330,user3574@example.com,giza,giza_city_3,True,خدمات منزليه,خدمات منزليه,15,3.5,150,73.3,True,True,True,39.2,0.0,EGP,2024-05-17 19:33:10,2024-05-28 19:33:10
704,user704,Mostafa Hassan,01047977444,user704@example.com,qena,qena_city_2,True,كهرباء,كهرباء,10,2.1,218,36.5,True,False,True,126.9,0.0,EGP,2024-07-19 21:24:23,2024-08-01 21:24:23
2282,user2282,Amr Hussein,01081276933,user2282@example.com,sohag,sohag_city_3,True,نجاره,نجاره,14,4.4,212,57.4,True,True,False,85.2,191.2,EGP,2024-09-10 18:05:39,2024-09-22 18:05:39
2120,user2120,Youssef Kamel,01069539153,,gharbia,gharbia_city_1,True,سباكه,سباكه,16,4.7,264,59.8,False,False,False,131.7,319.8,EGP,2025-11-15 09:37:29,2025-12-09 09:37:29
2247,user2247,Hany Youssef,01035054816,user2247@example.com,qena,qena_city_3,True,سباكه,سباكه,8,4.6,297,37.2,True,True,False,53.2,171.2,EGP,2025-07-23 14:22:38,2025-08-12 14:22:38
4596,user4596,Shaimaa Adel,01011925683,,fayoum,fayoum_city_1,True,خدمات منزليه,خدمات منزليه,4,2.2,92,68.4,True,True,False,0.0,0.0,EGP,2025-10-03 15:53:23,2025-10-27 15:53:23
1759,user1759,Omar Shaker,01089014190,user1759@example.com,menofia,menofia_city_2,True,سباكه,سباكه,7,1.3,194,35.7,True,True,True,0.0,138.6,EGP,2024-08-02 18:26:03,2024-08-30 18:26:03
1877,user1877,Yasmin Mostafa,01095550709,,port_said,port_said_city_2,True,كهرباء,كهرباء,6,2.9,158,63.2,True,True,True,0.0,423.7,EGP,2026-04-26 03:45:43,2026-05-03 03:45:43
382,user382,Reem Fahmy,01066691738,user382@example.com,matrouh,matrouh_city_3,True,كهرباء,كهرباء,16,4.1,48,72.7,False,True,False,93.3,0.0,EGP,2025-10-10 12:42:19,2025-11-09 12:42:19
2629,user2629,Omar Shaker,01039626511,user2629@example.com,alexandria,alexandria_city_3,True,نجاره,نجاره,22,1.8,120,74.4,True,True,False,145.3,187.0,EGP,2025-08-21 15:21:34,2025-09-17 15:21:34
2107,user2107,Yasmin Hatem,01045332312,user2107@example.com,minya,minya_city_3,True,خدمات منزليه,خدمات منزليه,7,3.4,87,70.2,True,True,True,154.3,203.7,EGP,2024-03-21 23:06:29,2024-04-02 23:06:29
4824,user4824,Hassan Fouad,01093623038,user4824@example.com,sharqia,sharqia_city_1,True,كهرباء,كهرباء,17,4.6,158,48.4,True,True,False,35.5,0.0,EGP,2024-12-16 06:26:10,2025-01-13 06:26:10
1754,user1754,Youssef Kamel,01033139468,,minya,minya_city_1,True,سباكه,سباكه,10,1.4,76,66.0,False,True,True,76.0,0.0,EGP,2025-08-31 18:59:07,2025-09-21 18:59:07
3602,user3602,Youssef Shaker,01035637038,,cairo,cairo_city_1,True,خدمات منزليه,خدمات منزليه,2,4.6,204,47.6,True,True,True,74.8,499.7,EGP,2024-06-15 23:11:08,2024-06-15 23:11:08
2315,user2315,Nadia Mohamed,01083810099,user2315@example.com,ismailia,ismailia_city_2,True,كهرباء,كهرباء,12,2.5,58,49.3,False,True,False,39.7,184.5,EGP,2026-03-03 03:29:05,2026-03-18 03:29:05
3794,user3794,Samar Mostafa,01024792610,,asyut,asyut_city_2,True,خدمات منزليه,خدمات منزليه,17,2.1,55,44.1,True,True,False,0.0,81.0,EGP,2025-07-08 10:07:33,2025-07-23 10:07:33
4975,user4975,Mariam Hussein,01097095087,user4975@example.com,beni_suef,beni_suef_city_2,True,كهرباء,كهرباء,22,4.8,186,37.1,True,True,False,37.8,360.8,EGP,2025-03-10 14:24:48,2025-03-25 14:24:48
4789,user4789,Ibrahim Youssef,01080953929,user4789@example.com,luxor,luxor_city_1,True,سباكه,سباكه,13,3.2,249,42.2,True,False,False,150.8,282.9,EGP,2024-05-01 07:55:51,2024-05-29 07:55:51
688,user688,Hussein Hamdy,01032650041,,suez,suez_city_3,True,كهرباء,كهرباء,13,4.3,169,67.1,False,True,False,148.4,343.5,EGP,2024-12-21 06:49:26,2025-01-19 06:49:26
3293,user3293,Yasmin Rashad,01034986881,user3293@example.com,beni_suef,beni_suef_city_2,True,كهرباء,كهرباء,10,3.9,207,49.3,False,True,True,62.5,219.9,EGP,2025-10-19 14:17:54,2025-11-09 14:17:54
1118,user1118,Aya Mohamed,01054493460,user1118@example.com,asyut,asyut_city_3,True,كهرباء,كهرباء,17,1.3,272,63.6,True,True,False,0.0,0.0,EGP,2024-12-22 06:12:31,2024-12-26 06:12:31
1555,user1555,Ghada Ali,01095395354,user1555@example.com,port_said,port_said_city_3,True,خدمات منزليه,خدمات منزليه,6,1.7,264,45.5,True,False,False,174.3,0.0,EGP,2025-12-15 14:55:29,2026-01-12 14:55:29
1605,user1605,Karim Ibrahim,01010062336,user1605@example.com,cairo,cairo_city_1,True,كهرباء,كهرباء,11,3.3,143,62.5,True,True,True,78.9,0.0,EGP,2024-09-12 04:32:11,2024-09-20 04:32:11
1135,user1135,Ghada Gamal,01040337167,user1135@example.com,port_said,port_said_city_1,True,سباكه,سباكه,2,4.9,186,90.3,True,False,False,121.4,396.0,EGP,2024-04-13 17:26:26,2024-04-24 17:26:26
3530,user3530,Laila Tawfik,01095975263,,luxor,luxor_city_3,True,خدمات منزليه,خدمات منزليه,10,1.6,40,74.3,True,True,True,148.7,330.0,EGP,2025-09-26 09:48:43,2025-10-18 09:48:43
4333,user4333,Mariam Mostafa,01098471258,user4333@example.com,dakahlia,dakahlia_city_3,True,نجاره,نجاره,3,2.0,134,38.0,True,True,False,72.4,323.6,EGP,2024-04-26 19:23:16,2024-05-09 19:23:16
90,user90,Emad Gamal,01048571356,user90@example.com,alexandria,alexandria_city_3,True,نجاره,نجاره,23,1.2,90,78.9,False,True,False,179.3,0.0,EGP,2024-04-16 06:54:37,2024-05-06 06:54:37
3324,user3324,Dina Ahmed,01077984025,user3324@example.com,alexandria,alexandria_city_1,True,سباكه,سباكه,6,1.8,142,44.3,True,True,False,129.7,292.0,EGP,2025-03-07 03:04:35,2025-04-04 03:04:35
2943,user2943,Emad Hussein,01088902387,user2943@example.com,aswan,aswan_city_2,True,سباكه,سباكه,5,2.3,257,49.5,True,True,False,51.7,0.0,EGP,2024-01-22 05:03:34,2024-01-25 05:03:34
2611,user2611,Hany Khaled,01022518558,user2611@example.com,qalyubia,qalyubia_city_1,True,سباكه,سباكه,17,4.4,272,77.1,True,True,False,80.0,291.2,EGP,2025-06-23 00:07:56,2025-07-07 00:07:56
2715,user2715,Reem Shaker,01060209853,user2715@example.com,ismailia,ismailia_city_1,True,كهرباء,كهرباء,7,1.3,11,35.5,True,True,False,0.0,0.0,EGP,2025-09-03 07:02:17,2025-09-19 07:02:17
207,user207,Ahmed Ali,01072143331,user207@example.com,sharqia,sharqia_city_3,True,خدمات منزليه,خدمات منزليه,12,4.1,144,42.5,True,False,True,152.7,0.0,EGP,2024-12-11 22:29:34,2024-12-21 22:29:34
4428,user4428,Hend Hatem,01093302663,,qalyubia,qalyubia_city_3,True,خدمات منزليه,خدمات منزليه,10,3.3,279,79.9,True,True,False,0.0,284.2,EGP,2024-02-09 11:53:55,2024-02-20 11:53:55
894,user894,Shaimaa Adel,01081458772,user894@example.com,north_sinai,north_sinai_city_1,True,نجاره,نجاره,7,1.1,108,95.7,True,True,False,187.8,484.0,EGP,2026-01-15 02:52:11,2026-01-24 02:52:11
1473,user1473,Sara Tawfik,01048449029,user1473@example.com,asyut,asyut_city_3,True,خدمات منزليه,خدمات منزليه,14,4.8,20,95.8,True,True,True,115.9,304.3,EGP,2024-11-28 11:33:48,2024-12-06 11:33:48
3940,user3940,Yasmin Adel,01091005547,,qalyubia,qalyubia_city_3,True,خدمات منزليه,خدمات منزليه,4,4.8,253,84.6,False,True,True,39.0,349.0,EGP,2025-09-18 11:36:02,2025-09-23 11:36:02
2055,user2055,Hend Hamdy,01048787039,user2055@example.com,sharqia,sharqia_city_1,True,سباكه,سباكه,4,3.9,117,70.7,True,True,False,39.2,0.0,EGP,2024-12-11 15:06:38,2024-12-17 15:06:38
433,user433,Mahmoud Mostafa,01010038556,,kafr_el_sheikh,kafr_el_sheikh_city_1,True,سباكه,سباكه,18,2.4,142,36.9,False,True,True,188.4,153.8,EGP,2024-09-20 06:46:48,2024-09-23 06:46:48
3762,user3762,Mahmoud Kamel,01071581908,user3762@example.com,qena,qena_city_1,True,نجاره,نجاره,9,2.3,253,37.4,True,True,True,68.0,0.0,EGP,2025-03-03 21:52:20,2025-03-18 21:52:20
3003,user3003,Hassan Yasser,01097067062,user3003@example.com,damietta,damietta_city_1,True,كهرباء,كهرباء,25,4.3,50,77.5,False,True,False,157.1,0.0,EGP,2026-02-03 09:15:03,2026-03-04 09:15:03
