id,username,name,email,phone,role,governorate,city,address,is_active,is_staff,date_joined,last_login
78,user78,Samar Tawfik,user78@example.com,01048683937,client,damietta,damietta_city_1,103 damietta_city_1 st,True,False,2024-09-06 19:59:06,2025-06-15 19:59:06
79,user79,Sherif Shaker,,01064247457,client,qena,qena_city_1,1 qena_city_1 st,True,False,2025-05-03 14:02:58,2026-02-05 14:02:58
80,user80,Noha Mostafa,user80@example.com,01076906611,worker,sohag,sohag_city_1,195 sohag_city_1 st,True,False,2024-10-18 09:35:02,
81,user81,Fatma Rashad,user81@example.com,01013874790,client,fayoum,fayoum_city_1,156 fayoum_city_1 st,True,False,2025-03-23 10:30:17,2026-03-22 10:30:17
82,user82,Salma Tawfik,,01025228493,client,ismailia,ismailia_city_3,31 ismailia_city_3 st,True,False,2024-01-22 05:49:15,2024-04-10 05:49:15
83,user83,Maha Tawfik,user83@example.com,01073380266,worker,kafr_el_sheikh,kafr_el_sheikh_city_2,142 kafr_el_sheikh_city_2 st,True,False,2026-03-01 12:07:25,2026-06-07 12:07:25
84,user84,Hassan Omar,user84@example.com,01065692629,worker,beni_suef,beni_suef_city_3,130 beni_suef_city_3 st,True,False,2024-07-31 01:23:59,2024-08-02 01:23:59
85,user85,Khaled Hamdy,user85@example.com,01056321751,client,north_sinai,north_sinai_city_2,196 north_sinai_city_2 st,True,False,2026-01-30 15:06:54,2026-09-21 15:06:54
86,user86,Nadia Khaled,user86@example.com,01065133300,client,beheira,beheira_city_3,,True,False,2025-01-05 23:18:57,2026-01-02 23:18:57
87,user87,Shaimaa Hassan,,01089212676,client,asyut,asyut_city_3,26 asyut_city_3 st,True,False,2024-08-24 06:53:50,2025-04-07 06:53:50
88,user88,Khaled Tawfik,user88@example.com,01030718012,client,beni_suef,beni_suef_city_2,,True,False,2024-01-24 20:11:59,2024-06-08 20:11:59
89,user89,Hussein Shaker,user89@example.com,01081621574,client,port_said,port_said_city_3,82 port_said_city_3 st,True,False,2025-09-09 11:15:08,2026-05-17 11:15:08
90,user90,Emad Gamal,user90@example.com,01048571356,worker,alexandria,alexandria_city_3,192 alexandria_city_3 st,True,False,2024-04-16 06:54:37,
91,user91,Fatma Mohamed,user91@example.com,01013885234,client,suez,suez_city_3,,True,False,2024-06-05 03:10:53,2024-11-03 03:10:53
92,user92,Emad Adel,user92@example.com,01034166826,client,luxor,luxor_city_2,,True,False,2024-08-14 03:14:07,
93,user93,Shaimaa Kamel,,01071894493,client,port_said,port_said_city_3,118 port_said_city_3 st,True,False,2025-01-09 02:47:07,2025-01-14 02:47:07
94,user94,Youssef Ibrahim,user94@example.com,01056381032,worker,ismailia,ismailia_city_3,77 ismailia_city_3 st,True,False,2026-04-29 02:39:20,2026-12-03 02:39:20
95,user95,Nadia Fouad,,01061185849,client,qena,qena_city_2,148 qena_city_2 st,True,False,2024-11-05 11:20:52,2025-10-30 11:20:52
96,user96,Maha Ali,user96@example.com,01016582607,client,cairo,cairo_city_3,191 cairo_city_3 st,True,False,2025-09-06 20:42:27,2026-01-31 20:42:27
97,user97,Omar Said,,01098473848,client,port_said,port_said_city_2,36 port_said_city_2 st,True,False,2024-12-06 05:04:51,2025-10-24 05:04:51
98,user98,Mariam Nabil,,01049609054,client,ismailia,ismailia_city_2,107 ismailia_city_2 st,True,False,2024-02-21 19:55:11,2024-04-29 19:55:11
99,user99,Maha Mohamed,,01074672520,worker,luxor,luxor_city_3,76 luxor_city_3 st,True,False,2026-02-18 12:15:52,2026-08-11 12:15:52
100,user100,Hany Hatem,user100@example.com,01063339667,client,qena,qena_city_1,143 qena_city_1 st,True,False,2024-08-06 15:48:06,2025-02-25 15:48:06
101,user101,Dina Mostafa,user101@example.com,01045186708,client,menofia,menofia_city_3,164 menofia_city_3 st,True,False,2024-07-10 23:43:19,2024-09-04 23:43:19
102,user102,Hany Gamal,,01072312933,client,minya,minya_city_1,78 minya_city_1 st,True,False,2025-05-24 12:57:37,2025-07-23 12:57:37
103,user103,Shaimaa Youssef,,01082148284,client,alexandria,alexandria_city_1,,True,False,2025-04-17 19:32:02,2026-03-27 19:32:02
104,user104,Yasmin Gamal,,01075679047,worker,sohag,sohag_city_3,72 sohag_city_3 st,True,False,2024-08-28 01:01:52,
105,user105,Emad Mostafa,,01059302863,client,beheira,beheira_city_2,166 beheira_city_2 st,True,False,2025-11-21 19:27:47,2026-06-13 19:27:47
106,user106,Hussein Hatem,,01095831286,client,beheira,beheira_city_1,6 beheira_city_1 st,True,False,2025-12-07 09:05:32,
107,user107,Hassan Yasser,,01038984499,client,gharbia,gharbia_city_1,60 gharbia_city_1 st,True,False,2024-11-14 18:37:06,2025-01-29 18:37:06
108,user108,Amr Yasser,,01033420607,worker,cairo,cairo_city_2,,True,False,2024-08-12 18:21:31,2024-10-19 18:21:31
109,user109,Mohamed Mohamed,,01027013243,client,luxor,luxor_city_1,135 luxor_city_1 st,True,False,2025-05-17 23:04:30,2025-06-19 23:04:30
110,user110,Karim Hamdy,user110@example.com,01092558242,worker,qena,qena_city_2,,True,False,2026-03-08 06:53:52,2027-02-09 06:53:52
111,user111,Ali Fouad,user111@example.com,01067213476,worker,ismailia,ismailia_city_2,126 ismailia_city_2 st,True,False,2024-02-18 09:22:48,2024-10-03 09:22:48
112,user112,Hassan Ahmed,,01094970119,client,giza,giza_city_2,183 giza_city_2 st,True,False,2024-08-18 10:17:09,2025-06-20 10:17:09
113,user113,Amany Youssef,user113@example.com,01025356396,worker,ismailia,ismailia_city_2,167 ismailia_city_2 st,True,False,2026-02-24 08:18:36,2026-12-04 08:18:36
114,user114,Yasmin Shaker,user114@example.com,01063516659,client,sohag,sohag_city_2,25 sohag_city_2 st,True,False,2024-12-20 22:51:28,2025-05-30 22:51:28
115,user115,Hassan Ibrahim,user115@example.com,01022513132,client,luxor,luxor_city_1,191 luxor_city_1 st,True,False,2026-01-06 17:59:18,2026-03-14 17:59:18
116,user116,Tarek Tawfik,user116@example.com,01099300492,worker,alexandria,alexandria_city_3,109 alexandria_city_3 st,True,False,2025-05-27 02:05:34,2025-06-23 02:05:34
117,user117,Karim Kamel,user117@example.com,01030767532,client,port_said,port_said_city_2,58 port_said_city_2 st,True,False,2025-06-30 06:19:12,2025-12-27 06:19:12
118,user118,Hany Tawfik,user118@example.com,01093446356,worker,luxor,luxor_city_1,165 luxor_city_1 st,True,False,2025-03-08 17:46:32,2026-01-14 17:46:32
119,user119,Mona Shaker,user119@example.com,01034347841,client,cairo,cairo_city_1,145 cairo_city_1 st,True,False,2025-02-28 12:15:30,2025-04-05 12:15:30
120,user120,Hussein Nabil,user120@example.com,01060491958,client,north_sinai,north_sinai_city_3,88 north_sinai_city_3 st,True,False,2024-02-17 14:58:46,2024-07-26 14:58:46
121,user121,Ali Ahmed,,01092924837,client,matrouh,matrouh_city_3,,True,False,2024-05-11 23:25:40,
122,user122,Fatma Tawfik,,01078765957,worker,damietta,damietta_city_2,,True,False,2026-01-24 10:46:50,2026-06-19 10:46:50
123,user123,Mahmoud Khaled,user123@example.com,01090440034,worker,minya,minya_city_3,,True,False,2025-04-24 02:42:30,2025-08-11 02:42:30
124,user124,Tarek Ali,user124@example.com,01067801537,client,menofia,menofia_city_2,,True,False,2025-05-24 17:17:17,2026-05-20 17:17:17
125,user125,Hassan Naguib,user125@example.com,01015677713,client,beni_suef,beni_suef_city_3,118 beni_suef_city_3 st,True,False,2025-07-04 04:18:33,2025-12-12 04:18:33
126,user126,Yasmin Fahmy,,01012799319,worker,sohag,sohag_city_3,44 sohag_city_3 st,True,False,2025-09-20 05:58:40,2026-08-03 05:58:40
127,user127,Amany Youssef,,01089036966,worker,kafr_el_sheikh,kafr_el_sheikh_city_2,21 kafr_el_sheikh_city_2 st,True,False,2024-05-16 21:43:12,2024-10-22 21:43:12
128,user128,Hassan Adel,user128@example.com,01081216573,client,gharbia,gharbia_city_2,199 gharbia_city_2 st,True,False,2024-09-18 04:26:30,2025-08-15 04:26:30
129,user129,Sherif Hussein,,01030517835,client,gharbia,gharbia_city_1,168 gharbia_city_1 st,True,False,2024-08-15 11:50:10,
130,user130,Laila Gamal,user130@example.com,01069023966,worker,qena,qena_city_3,,True,False,2025-11-28 08:24:03,2026-05-03 08:24:03
131,user131,Hend Ibrahim,user131@example.com,01070654852,client,matrouh,matrouh_city_1,,True,False,2025-06-30 17:21:25,2025-11-24 17:21:25
132,user132,Nadia Hamdy,user132@example.com,01015505975,client,suez,suez_city_1,147 suez_city_1 st,True,False,2026-02-26 16:51:30,2026-08-10 16:51:30
133,user133,Ali Hamdy,,01056095437,worker,minya,minya_city_3,22 minya_city_3 st,True,False,2024-08-22 08:30:30,2024-11-19 08:30:30
134,user134,Fatma Adel,user134@example.com,01031306555,client,gharbia,gharbia_city_3,73 gharbia_city_3 st,True,False,2025-11-11 00:48:40,2026-05-04 00:48:40
135,user135,Hassan Shaker,,01061883769,worker,alexandria,alexandria_city_3,186 alexandria_city_3 st,True,False,2025-06-03 20:37:55,2026-04-08 20:37:55
136,user136,Ghada Fahmy,user136@example.com,01098870276,client,aswan,aswan_city_1,153 aswan_city_1 st,True,False,2024-08-07 16:49:55,2024-09-20 16:49:55
137,user137,Amr Hatem,user137@example.com,01080651318,client,fayoum,fayoum_city_2,,True,False,2025-05-25 06:29:36,2026-02-10 06:29:36
138,user138,Ibrahim Hussein,user138@example.com,01075266178,client,cairo,cairo_city_2,,True,False,2025-04-24 19:21:42,2025-07-13 19:21:42
139,user139,Reem Nabil,user139@example.com,01015066382,client,ismailia,ismailia_city_1,197 ismailia_city_1 st,True,False,2026-02-27 16:02:39,2026-12-30 16:02:39
140,user140,Youssef Nabil,user140@example.com,01065144509,client,sharqia,sharqia_city_1,185 sharqia_city_1 st,True,False,2024-10-07 22:25:34,2025-05-23 22:25:34
141,user141,Hany Yasser,,01072950208,worker,ismailia,ismailia_city_3,50 ismailia_city_3 st,True,False,2025-11-28 09:14:51,2026-09-17 09:14:51
142,user142,Hend Adel,user142@example.com,01031751079,worker,qena,qena_city_2,155 qena_city_2 st,True,False,2025-08-16 05:14:10,2025-12-23 05:14:10
143,user143,Salma Youssef,user143@example.com,01079244185,client,suez,suez_city_2,73 suez_city_2 st,True,False,2025-07-30 15:47:25,
144,user144,Khaled Tawfik,,01039801436,client,menofia,menofia_city_2,90 menofia_city_2 st,True,False,2026-03-08 11:10:38,2026-10-07 11:10:38
145,user145,Emad Naguib,user145@example.com,01060319927,client,asyut,asyut_city_3,82 asyut_city_3 st,True,False,2025-08-03 22:17:41,2026-07-02 22:17:41
146,user146,Aya Fouad,user146@example.com,01028628439,client,sharqia,sharqia_city_1,121 sharqia_city_1 st,True,False,2024-02-29 12:02:47,2024-03-03 12:02:47
147,user147,Khaled Yasser,user147@example.com,01091722503,client,cairo,cairo_city_2,29 cairo_city_2 st,True,False,2024-12-01 00:11:29,2025-04-02 00:11:29
148,user148,Yasmin Gamal,user148@example.com,01071352751,client,dakahlia,dakahlia_city_1,,True,False,2025-01-05 09:40:08,2025-09-18 09:40:08
149,user149,Emad Rashad,,01067611469,worker,fayoum,fayoum_city_1,,True,False,2026-03-11 14:35:59,2026-12-29 14:35:59
150,user150,Noha Mostafa,,01080606503,client,qalyubia,qalyubia_city_3,130 qalyubia_city_3 st,True,False,2024-05-12 23:55:10,2024-11-28 23:55:10
151,user151,Mariam Omar,user151@example.com,01057928328,worker,alexandria,alexandria_city_3,89 alexandria_city_3 st,True,False,2025-08-23 23:58:51,2026-07-26 23:58:51
152,user152,Amr Hassan,user152@example.com,01055439043,client,matrouh,matrouh_city_3,45 matrouh_city_3 st,True,False,2025-05-31 13:11:32,2026-05-17 13:11:32
153,user153,Amr Ibrahim,user153@example.com,01071428713,worker,kafr_el_sheikh,kafr_el_sheikh_city_2,,True,False,2024-10-10 03:48:58,2025-01-21 03:48:58
154,user154,Sara Yasser,user154@example.com,01014915156,client,aswan,aswan_city_2,49 aswan_city_2 st,True,False,2026-03-11 14:53:34,2026-04-05 14:53:34
155,user155,Amany Naguib,user155@example.com,01061894582,client,menofia,menofia_city_1,48 menofia_city_1 st,True,False,2025-07-25 16:44:57,2026-04-06 16:44:57
156,user156,Amany Ibrahim,user156@example.com,01034220459,client,beni_suef,beni_suef_city_2,83 beni_suef_city_2 st,True,False,2024-05-08 07:58:48,2024-10-23 07:58:48
157,user157,Youssef Rashad,user157@example.com,01070012727,client,ismailia,ismailia_city_2,,True,False,2025-10-23 22:45:31,2026-04-22 22:45:31
158,user158,Hassan Hatem,user158@example.com,01058762794,worker,sohag,sohag_city_2,192 sohag_city_2 st,True,False,2024-03-30 02:27:49,2024-04-15 02:27:49
159,user159,Mahmoud Ahmed,,01096592295,client,port_said,port_said_city_3,99 port_said_city_3 st,True,False,2025-11-11 16:16:01,2025-11-28 16:16:01
160,user160,Mariam Mostafa,user160@example.com,01020319387,worker,sharqia,sharqia_city_3,136 sharqia_city_3 st,True,False,2025-11-29 22:19:44,2026-05-09 22:19:44
161,user161,Ibrahim Fouad,user161@example.com,01085386435,client,gharbia,gharbia_city_1,,True,False,2024-02-10 06:07:09,2025-02-05 06:07:09
162,user162,Shaimaa Hussein,,01019939096,worker,beheira,beheira_city_3,183 beheira_city_3 st,True,False,2025-03-19 15:04:39,2025-05-03 15:04:39
163,user163,Salma Yasser,,01050259503,client,damietta,damietta_city_2,183 damietta_city_2 st,True,False,2024-04-10 21:06:15,2025-04-04 21:06:15
164,user164,Tarek Hussein,user164@example.com,01041774192,client,luxor,luxor_city_3,7 luxor_city_3 st,True,False,2024-12-14 08:20:00,2025-10-04 08:20:00
165,user165,Hussein Ibrahim,user165@example.com,01074245343,client,qena,qena_city_3,197 qena_city_3 st,True,False,2024-07-20 14:13:19,2025-05-11 14:13:19
166,user166,Fatma Hamdy,user166@example.com,01056239991,client,sharqia,sharqia_city_2,,True,False,2024-04-25 05:04:20,2025-02-02 05:04:20
167,user167,Hend Hassan,user167@example.com,01079538491,worker,qalyubia,qalyubia_city_1,,True,False,2025-11-03 01:10:43,2026-04-18 01:10:43
168,user168,Hussein Omar,,01083932683,client,luxor,luxor_city_3,161 luxor_city_3 st,True,False,2025-03-17 06:05:18,2025-12-16 06:05:18
169,user169,Khaled Mohamed,user169@example.com,01091220369,client,beni_suef,beni_suef_city_3,145 beni_suef_city_3 st,True,False,2024-09-18 23:12:07,
170,user170,Mostafa Kamel,user170@example.com,01095763946,client,giza,giza_city_1,,True,False,2025-02-15 03:05:14,2025-11-22 03:05:14
171,user171,Emad Hatem,user171@example.com,01070873663,client,suez,suez_city_2,,True,False,2026-01-20 05:29:16,
172,user172,Mostafa Shaker,user172@example.com,01051954112,worker,sohag,sohag_city_2,82 sohag_city_2 st,True,False,2025-12-22 11:39:31,2026-06-17 11:39:31
173,user173,Salma Youssef,user173@example.com,01072608888,client,sharqia,sharqia_city_2,,True,False,2026-03-10 23:51:03,2026-05-22 23:51:03
174,user174,Yasmin Khaled,user174@example.com,01031434525,client,alexandria,alexandria_city_2,148 alexandria_city_2 st,True,False,2025-08-19 18:08:37,2025-11-25 18:08:37
175,user175,Shaimaa Fahmy,user175@example.com,01022086184,client,minya,minya_city_3,130 minya_city_3 st,True,False,2025-12-26 04:07:44,2026-04-29 04:07:44
176,user176,Ali Fahmy,user176@example.com,01097813295,client,matrouh,matrouh_city_2,74 matrouh_city_2 st,True,False,2024-03-16 14:06:24,2024-05-11 14:06:24
177,user177,Sara Mostafa,,01016866268,client,sharqia,sharqia_city_2,50 sharqia_city_2 st,True,False,2025-07-22 05:10:43,2025-12-17 05:10:43
